# %ECSV 1.0
# ---
# datatype:
# - {name: Alias, datatype: string}
# - {name: ledaName, datatype: string}
# - {name: al2000, datatype: float64}
# - {name: de2000, datatype: float64}
# - {name: type, datatype: string}
# - {name: bar, datatype: string}
# - {name: ring, datatype: string}
# - {name: multiple, datatype: string}
# - {name: t, datatype: float64}
# - {name: agnclass, datatype: string}
# - {name: logd25, datatype: float64}
# - {name: e_logd25, datatype: float64}
# - {name: logr25, datatype: float64}
# - {name: e_logr25, datatype: float64}
# - {name: pa, datatype: float64}
# - {name: bt, datatype: float64}
# - {name: it, datatype: float64}
# - {name: m21, datatype: float64}
# - {name: mfir, datatype: float64}
# - {name: vmaxg, datatype: float64}
# - {name: e_vmaxg, datatype: float64}
# - {name: v, datatype: float64}
# - {name: e_v, datatype: float64}
# - {name: ag, datatype: float64}
# - {name: incl, datatype: float64}
# - {name: vrot, datatype: float64}
# - {name: e_vrot, datatype: float64}
# - {name: vvir, datatype: float64}
# - {name: modz, datatype: float64}
# delimiter: ','
# schema: astropy-2.0
Alias,ledaName,al2000,de2000,type,bar,ring,multiple,t,agnclass,logd25,e_logd25,logr25,e_logr25,pa,bt,it,m21,mfir,vmaxg,e_vmaxg,v,e_v,ag,incl,vrot,e_vrot,vvir,modz
NGC7052,NGC7052,21.3092206,26.4465193,E,,,,-4.9,,1.26,0.036,0.306,0.027,65.96,13.946,,,,150.35,11.21,4700.3,19.0,0.531,90.0,150.35,,4892.1,34.263
UGC11717,UGC11717,21.309825,19.7186389,Sbc,,,,3.8,,1.084,0.079,0.427,0.047,39.67,15.034,,,13.907,,,6303.0,36.0,0.369,72.51,,,6468.8,34.867
UGC11723,UGC11723,21.3381807,-1.6842554,Sb,,,,3.0,,1.197,0.03,0.691,0.027,28.43,14.813,12.766,15.451,12.17,204.62,6.04,4895.3,3.4,0.208,90.0,204.62,,4964.1,34.299
MCG-01-54-016,PGC066738,21.4332854,-3.8098364,Scd,,,,7.0,,1.15,0.035,0.74,0.028,32.33,15.555,14.19,15.428,,92.19,3.55,2933.5,5.0,0.27,84.82,92.57,3.57,2988.6,33.188
UGC11740,UGC11740,21.4373197,9.7979151,Sb,,,,3.0,,1.065,0.048,0.514,0.025,120.15,14.735,13.512,,,171.63,7.47,6432.4,2.4,0.198,80.17,174.19,7.6,6551.3,34.895
UGC11758,UGC11758,21.5160074,13.986199,Sbc,,,,4.2,,1.123,0.039,0.715,0.027,60.29,15.426,,16.121,,302.64,11.02,8613.5,0.4,0.391,90.0,302.64,,8748.3,35.53
2MASXJ21352164+2656051,PGC1792860,21.589365,26.9347076,,,,,,,0.47,0.1,0.03,0.028,,17.05,,,,,,,,0.665,21.41,,,,
UGC11792,UGC11792,21.703495,5.6153177,Sc,,,,5.8,,1.133,0.033,0.737,0.025,160.29,15.525,13.012,15.983,,162.46,6.02,4812.4,5.0,0.605,90.0,162.46,,4902.7,34.263
2MASXJ22024404+3141444,PGC067911,22.0455667,31.6956667,Sbc,,,,4.4,,0.872,0.147,0.463,0.044,55.0,15.652,,15.265,,119.97,3.59,4762.5,3.8,0.508,74.12,124.74,3.77,4950.1,34.281
NGC7194,NGC7194,22.0585828,12.6368719,E,,,,-4.9,,1.117,0.071,0.166,0.043,17.65,14.317,12.481,,,,,8146.3,22.0,0.249,82.59,,,8255.7,35.401
UGC11922,UGC11922,22.1483922,40.3474009,Sc,,,,6.0,,0.887,0.054,0.1,0.036,117.0,16.0,,,,96.84,6.75,7252.0,12.1,0.785,38.19,156.65,11.3,7465.5,35.18
NGC7222,NGC7222,22.1810387,2.1058105,SBab,B,R,,2.3,,1.031,0.086,0.005,0.042,,15.429,,16.619,,140.57,4.95,12337.7,3.9,0.186,9.41,859.54,87.79,12393.8,36.303
NGC7236,NGC7236,22.2458283,13.8464916,E-S0,,,M,-3.0,,1.141,0.043,0.231,0.028,156.24,14.577,12.97,,,,,7850.3,1.6,0.279,73.74,,,7958.2,35.322
UGC11958,UGC11958,22.246361,13.84,,,,,,,,,,,131.0,14.3,,,,,,,,0.279,,,,,
UGC11975,UGC11975,22.2888139,35.5711389,S0-a,,,,-0.1,,1.213,0.079,0.115,0.05,135.23,15.11,,15.583,12.467,123.0,5.55,6319.4,6.1,0.508,43.88,177.44,8.52,6513.0,34.881
UGC11982,UGC11982,22.3147083,-1.0586722,SBc,B,,,6.0,,1.087,0.037,0.698,0.026,171.84,15.711,14.439,15.627,,122.92,3.17,4905.3,33.8,0.453,84.61,123.46,3.19,4941.1,34.281
2MASXJ22190632+2435537,PGC068560,22.3184222,24.59825,Sab,,,,2.0,,0.821,0.07,0.17,0.028,25.5,15.855,,17.198,,98.58,3.17,8250.0,3.3,0.262,50.37,128.0,4.23,8401.1,35.445
NGC7253,NGC7253,22.32461,29.3922,,,,,,,,,,,,,,,,,,4718.7,27.0,0.287,,,,4888.6,34.263
UGC12011,UGC12011,22.38389,30.924999,,,,,,,,,,,,14.0,,,,,,,,0.337,,,,,
UGC12054,UGC12054,22.4923398,7.7260618,Sbc,,,,3.5,,1.063,0.045,0.668,0.038,47.57,15.004,13.855,14.954,,90.6,2.88,2067.0,3.8,0.477,90.0,90.6,,2137.5,32.467
NGC7311,NGC7311,22.5685444,5.5703056,Sab,,,,2.0,,1.168,0.036,0.334,0.026,11.0,13.318,,15.836,,233.24,5.88,4520.5,3.3,0.573,67.82,251.88,6.42,4577.9,34.113
NGC7318,NGC7318,22.5994997,33.9659134,,,,,,,,,,,,,,16.607,,65.36,3.68,6022.0,6.1,0.343,,,,6199.9,34.781
NGC7321,NGC7321,22.6077842,21.6214952,SBb,B,R,,3.1,,1.148,0.038,0.163,0.03,17.74,13.922,11.88,15.552,13.166,197.63,5.1,7142.0,2.6,0.2,48.71,263.04,7.08,7270.4,35.131
MCG+02-57-004,PGC069310,22.6138512,14.386919,E-S0,,,,-3.0,,0.917,0.166,0.321,0.07,4.73,15.752,14.089,17.299,,115.14,5.26,5275.0,41.1,0.286,90.0,115.14,,5371.4,34.471
UGC12127,UGC12127,22.6414872,35.3306774,E,,,,-4.9,,1.162,0.078,0.0,0.057,,14.92,,,,,,8284.7,18.7,0.325,0.0,,,8466.2,35.456
PGC214858,PGC214858,22.6976306,34.9673889,,,,,,,0.777,0.241,0.656,0.095,30.0,,,16.859,,165.2,10.64,9775.0,6.3,0.317,82.41,166.66,10.77,9953.4,35.817
MCG+03-57-031,PGC069525,22.6988668,20.2612371,S0-a,,,M,0.0,S,0.893,0.051,0.169,0.029,31.5,14.914,,15.934,12.354,187.59,12.3,7080.0,31.4,0.215,52.32,237.01,15.78,7199.1,35.106
2MASXJ22415846+2016211,PGC085283,22.6995722,20.2725278,Sc,,,,4.8,,0.734,0.071,0.205,0.03,153.5,15.507,,16.579,,117.49,8.73,7270.4,10.3,0.214,52.98,147.16,11.04,7389.6,35.155
NGC7364,NGC7364,22.7401069,-0.1620814,S0-a,,R,,0.2,,1.217,0.034,0.167,0.026,66.14,13.356,12.02,15.202,,174.02,4.83,4846.3,1.4,0.28,51.82,221.38,6.35,4869.6,34.245
MCG+02-58-008,PGC069682,22.7701167,10.5571667,E,,,,-5.0,,0.846,0.06,0.071,0.036,88.5,15.67,,,,,,11655.0,28.0,0.343,46.54,,,11727.8,36.178
UGC12185,UGC12185,22.7902944,31.3735278,SBab,B,R,,2.5,,1.145,0.037,0.334,0.03,150.25,14.723,,16.015,,198.68,6.83,6635.0,7.5,0.264,67.14,215.62,7.49,6796.7,34.976
UGC12224,UGC12224,22.8773028,6.0936667,Sc,,,,5.9,,1.174,0.041,0.058,0.024,46.5,15.217,,15.166,,81.42,1.67,3506.0,1.0,0.375,29.55,165.11,3.91,3553.7,33.565
2MASXJ22532475+0447583,PGC1273459,22.8902083,4.7995278,,,,,,,0.68,0.075,0.13,0.028,128.0,16.59,,,,,,,,0.294,43.01,,,,
UGC12250,UGC12250,22.9266467,12.7903204,SBb,B,R,,3.0,,1.224,0.035,0.221,0.025,12.83,14.256,12.804,16.71,,183.95,5.59,7225.5,3.8,0.212,55.78,222.47,6.88,7302.5,35.131
MCG-02-58-011,PGC070084,22.947464,-8.9675601,SBc,B,,,4.9,,1.315,0.037,0.718,0.046,73.64,15.367,13.059,14.847,,313.0,5.09,4934.0,25.0,0.157,90.0,313.0,,4907.0,34.263
NGC7436,NGC7436,22.9659716,26.1500026,E,,,M,-4.9,,1.288,0.031,0.12,0.028,49.0,13.898,,,,,,7375.9,17.4,0.395,61.8,,,7510.4,35.192
UGC12274,UGC12274,22.9721,26.0619722,Sab,,,,2.0,,1.126,0.045,0.485,0.032,142.25,15.326,,18.013,,180.87,9.06,7656.3,15.8,0.438,81.02,183.12,9.2,7790.2,35.276
NGC7457,NGC7457,23.0166472,30.1448889,E-S0,,,,-2.7,,1.597,0.037,0.244,0.05,128.34,11.87,,,,,,812.8,6.1,0.23,73.36,,,961.9,30.783
UGC12308,UGC12308,23.0218603,14.3395871,SABc,B,,,5.9,,1.326,0.028,0.682,0.022,117.52,15.026,13.764,14.381,,102.06,2.37,2219.0,3.4,0.301,84.11,102.61,2.39,2299.5,32.623
NGC7461,NGC7461,23.0300861,15.5823889,S0,B,,,-1.9,,0.971,0.049,0.052,0.029,166.0,14.482,,,,,,4236.5,19.4,0.383,31.55,,,4322.3,33.993
NGC7466,NGC7466,23.0342819,27.0524028,Sb,,,,3.1,H2,1.188,0.037,0.419,0.034,25.4,14.557,12.7,15.791,13.045,194.08,5.09,7509.1,2.1,0.224,72.96,202.99,5.37,7645.0,35.24
2MASXJ23024668+0848186,PGC1354027,23.0463219,8.8051281,,,,,,,0.56,0.088,0.13,0.028,123.0,17.14,,,,,,11991.7,60.0,0.333,43.01,,,12045.5,36.234
NGC7469,NGC7469,23.0543354,8.8739189,Sa,B,,,1.1,S,1.139,0.032,0.056,0.032,126.0,12.897,,16.6,9.695,165.72,6.85,4915.0,15.4,0.298,30.24,329.02,15.02,4968.9,34.299
UGC12348,UGC12348,23.0885639,0.1893611,SBa,B,,,1.0,S2,1.105,0.056,0.592,0.028,136.5,15.43,,16.495,13.145,190.12,8.78,7619.5,3.8,0.208,90.0,190.12,,7630.7,35.228
MCG+06-50-025,PGC070520,23.1222806,36.3625,S0,,,,-1.8,,0.986,0.048,0.24,0.028,179.0,14.663,,,,,,5053.6,31.7,0.415,67.42,,,5223.4,34.404
NGC7489,NGC7489,23.1257528,22.9979722,Sc,,,,6.4,,1.085,0.051,0.271,0.022,165.16,14.233,12.422,14.77,12.828,166.39,4.31,6239.4,2.3,0.994,58.96,194.2,5.1,6354.7,34.825
NGC7503,NGC7503,23.1784085,7.5678495,E,,,,-5.0,,0.979,0.049,0.054,0.032,76.4,14.442,12.793,,,,,13213.5,2.9,0.292,39.87,,,13256.2,36.45
NGC7536,NGC7536,23.2369909,13.4263785,SBbc,B,R,,3.9,,1.201,0.035,0.357,0.027,56.11,14.086,12.517,14.768,12.793,149.21,2.24,4699.0,3.7,0.252,67.42,161.6,2.46,4766.9,34.208
NGC7550,NGC7550,23.2544694,18.9613611,E-S0,,,,-3.1,,1.161,0.06,0.013,0.048,,13.169,,,,,,5077.7,19.9,0.592,16.5,,,5170.3,34.387
NGC7549,NGC7549,23.2547968,19.0417755,Sc,B,,,5.9,,1.267,0.034,0.393,0.035,33.0,14.077,12.776,16.41,12.307,111.66,3.7,4697.1,8.3,0.633,68.4,120.09,4.02,4790.0,34.208
NGC7559,UGC12463,23.2629374,13.2902966,E-S0,,,M,-3.2,,1.109,0.066,0.038,0.045,,14.431,12.501,,,,,4566.8,1.6,0.229,28.73,,,4633.1,34.151
NGC7563,NGC7563,23.2655387,13.1962135,Sa,B,,,1.0,,1.185,0.04,0.223,0.028,143.2,13.887,12.124,16.83,,179.93,9.59,4292.0,20.2,0.239,58.09,211.96,11.42,4357.7,34.013
NGC7562,NGC7562,23.265964,6.6873656,E,,,,-4.9,,1.338,0.037,0.137,0.058,83.67,12.618,10.265,16.838,,36.38,2.19,3484.8,48.6,0.437,67.65,39.33,2.47,3519.9,33.54
NGC7591,NGC7591,23.3045194,6.58575,SBbc,B,,,3.6,S,1.206,0.026,0.347,0.023,146.94,13.87,11.881,14.174,10.947,194.06,3.17,4955.3,2.8,0.448,66.91,210.95,3.5,4988.4,34.299
MCG+01-59-041,PGC071033,23.3143551,6.8952358,Sa,,,,1.0,,0.787,0.064,0.165,0.031,134.0,16.36,13.83,,,,,,,0.45,50.64,,,,
UGC12494,UGC12494,23.3146111,6.8772222,Scd,B,,M,6.7,,1.149,0.03,0.554,0.025,34.34,15.2,13.855,15.62,,91.57,1.53,4193.9,3.3,0.454,76.78,94.06,1.58,4227.9,33.951
IC5309,IC5309,23.3198972,8.1093056,Sb,,,,3.1,,1.109,0.031,0.322,0.025,25.0,14.369,12.564,16.456,13.604,127.07,3.43,4184.7,6.6,0.337,65.46,139.68,3.81,4224.4,33.951
NGC7608,NGC7608,23.3209221,8.3500663,Sbc,,,,3.7,,1.156,0.038,0.56,0.024,18.84,14.991,12.83,16.337,,131.82,4.25,3529.7,3.8,0.308,81.73,133.2,4.31,3570.4,33.59
IC1481,IC1481,23.3236389,5.9061944,Sd,,,,8.0,S3,0.863,0.121,0.048,0.057,45.0,14.473,,16.948,12.943,84.86,5.03,6069.1,6.6,0.332,29.28,173.52,11.9,6098.2,34.738
NGC7611,NGC7611,23.3268388,8.0632668,S0-a,B,,,-1.1,,1.231,0.048,0.332,0.057,139.33,13.527,11.565,,,,,3303.7,9.7,0.358,77.62,,,3342.9,33.438
UGC12519,UGC12519,23.3341092,15.9527311,SBbc,B,,,4.5,,1.13,0.038,0.505,0.026,157.0,14.225,12.63,15.839,13.003,145.04,4.1,4376.8,2.4,0.181,76.63,149.09,4.23,4452.6,34.054
UGC12518,UGC12518,23.3369021,7.932221,Sb,,,,3.0,,1.149,0.043,0.67,0.028,25.0,15.622,12.88,16.152,,166.42,9.47,2787.0,3.1,0.492,90.0,166.42,,2825.2,33.068
NGC7619,NGC7619,23.3373667,8.2062778,E,,,,-4.8,,1.403,0.033,0.109,0.03,30.0,12.105,9.805,,,,,3763.1,8.0,0.353,57.23,,,3802.5,33.709
NGC7623,NGC7623,23.3416556,8.3957222,S0,,,,-1.9,,1.126,0.046,0.146,0.033,179.84,13.854,11.455,,,,,3679.8,8.9,0.287,52.19,,,3720.0,33.662
NGC7625,NGC7625,23.3417069,17.2256058,Sa,,,M,1.0,,1.169,0.046,0.013,0.044,,12.937,10.869,14.645,10.68,73.76,1.86,1630.5,1.1,0.108,14.98,285.4,15.11,1711.9,32.018
NGC7631,NGC7631,23.3574083,8.2176111,Sb,,R,,3.1,,1.27,0.032,0.35,0.036,78.17,13.899,11.952,15.995,,167.95,2.46,3754.9,2.4,0.315,67.7,181.52,2.72,3793.7,33.709
SDSSJ232430.20+143903.5,PGC1463524,23.4083928,14.6509517,S?,,,,5.0,,0.484,0.097,0.117,0.038,50.44,18.26,16.568,,,,,12629.6,5.4,0.192,41.3,,,12696.5,36.355
NGC7653,NGC7653,23.413707,15.2756006,Sb,,,,3.1,,1.209,0.068,0.062,0.046,172.47,13.424,12.109,15.311,12.524,117.38,3.47,4259.3,2.6,0.29,31.01,227.86,8.0,4328.9,33.993
NGC7671,NGC7671,23.4553871,12.4674478,S0,,,,-2.0,,1.144,0.047,0.277,0.057,137.0,13.792,,,,,,4122.3,33.3,0.31,74.5,,,4177.2,33.909
NGC7683,NGC7683,23.4843889,11.4450833,S0,,,,-1.9,,1.294,0.066,0.323,0.04,140.0,13.615,,,,,,3729.0,40.0,0.318,84.69,,,3777.9,33.709
UGC12633,UGC12633,23.5037918,15.7610265,SBa,B,,M,1.3,,0.943,0.047,0.17,0.029,144.54,15.184,12.993,15.515,11.919,150.31,5.77,4171.2,6.5,0.217,50.9,193.69,7.63,4239.6,33.952
NGC7684,NGC7684,23.5088952,0.0810968,S0-a,,R,,-0.2,,1.198,0.034,0.532,0.028,17.68,14.352,12.214,16.263,,116.9,5.9,5150.1,13.6,0.2,90.0,116.9,,5143.9,34.37
UGC12640,UGC12640,23.5157743,15.4903631,Sd,,,,7.9,,1.034,0.041,0.65,0.028,113.57,15.542,,15.676,,94.48,2.67,4014.6,1.4,0.297,90.0,94.48,,4081.2,33.866
NGC7691,NGC7691,23.5401169,15.8478539,Sbc,B,R,,4.0,,1.225,0.035,0.092,0.023,161.75,13.942,12.535,15.525,13.482,100.29,2.36,4036.7,2.7,0.267,37.09,166.3,4.21,4104.0,33.888
UGC12653,UGC12653,23.5416591,14.8169595,Sc,,,,4.9,,1.169,0.086,0.498,0.051,99.0,15.218,,15.93,,118.74,3.69,4032.0,2.5,0.291,75.58,122.6,3.84,4094.5,33.867
UGC12688,UGC12688,23.5905861,7.3221111,Sc,,,M,6.0,,1.175,0.061,0.594,0.031,88.0,14.317,,15.343,13.352,143.2,5.31,5226.0,2.8,0.364,79.35,145.71,5.41,5251.2,34.421
NGC7711,NGC7711,23.5942778,15.3021389,S0,,,M,-1.9,,1.385,0.052,0.41,0.057,93.34,13.098,,,,,,4057.0,60.0,0.308,90.0,,,4119.7,33.888
NGC7716,NGC7716,23.6087363,0.2972754,Sb,B,R,,3.0,,1.263,0.028,0.16,0.028,34.34,12.966,11.674,14.504,13.261,103.53,2.87,2558.4,3.1,0.149,48.37,138.51,3.99,2549.2,32.839
NGC7722,NGC7722,23.6447784,15.9546973,S0-a,,,,-0.2,,1.324,0.028,0.121,0.026,148.15,13.462,11.624,16.206,12.981,272.46,7.01,4008.7,7.1,0.241,44.98,385.48,10.46,4072.6,33.866
UGC12723,UGC12723,23.6566627,10.8499239,Sd,,,,7.9,,1.066,0.045,0.683,0.027,76.69,15.663,14.508,16.674,13.42,147.67,5.25,5498.6,4.9,0.204,90.0,147.67,,5538.0,34.537
MCG+04-55-047,PGC072179,23.7106694,27.0914746,Sbc,,,,4.2,,0.848,0.06,0.174,0.029,8.5,14.96,13.775,16.928,13.839,132.32,4.63,7483.2,4.5,0.349,49.65,173.63,6.24,7595.1,35.216
NGC7738,NGC7738,23.7339019,0.5167414,Sb,B,,,3.0,,1.074,0.059,0.3,0.028,54.79,14.16,12.32,16.988,11.525,201.11,6.31,6794.5,44.3,0.116,63.56,224.61,7.13,6781.4,34.976
LEDA1251356,PGC1251356,23.74935,3.394,,,,,,,0.47,0.1,0.1,0.028,160.0,18.04,,,,,,,,0.19,38.13,,,,
UGC12767,UGC12767,23.7528306,7.0420833,Sb,B,,,3.0,,1.257,0.068,0.017,0.048,,14.702,,15.683,,138.09,4.16,5263.0,5.5,0.844,16.64,482.27,25.8,5280.4,34.421
NGC7768,NGC7768,23.84961,27.1473359,E,,,,-4.8,,1.169,0.04,0.19,0.031,57.18,13.278,,,,,,8153.0,17.0,0.169,90.0,,,8260.2,35.401
UGC12809,UGC12809,23.8508985,46.7235641,Sb,,,,3.0,,0.95,0.066,0.049,0.025,31.0,15.258,,16.01,13.678,117.03,7.38,13787.7,12.9,0.531,27.6,252.62,16.95,13973.5,36.569
UGC12810,UGC12810,23.8517344,1.0566681,Sbc,B,R,M,3.8,,1.228,0.028,0.403,0.021,52.75,14.262,12.757,15.596,13.203,200.59,4.93,8091.4,3.1,0.097,70.82,212.37,5.25,8076.2,35.356
UGC12816,UGC12816,23.8640667,3.0827222,SABc,B,,,5.8,,0.95,0.052,0.236,0.025,145.4,14.685,13.219,15.271,,117.65,3.04,5324.9,1.7,0.204,55.86,142.15,3.75,5318.9,34.438
MGC+08-01-03,PGC072686,23.8698413,47.3954772,Sbc,,,,4.2,,0.903,0.075,0.59,0.028,98.0,16.75,,16.41,,96.35,6.24,5298.0,6.2,0.505,82.42,97.2,6.31,5485.6,34.505
NGC7782,NGC7782,23.8983009,7.970594,Sb,,R,,3.0,,1.386,0.042,0.236,0.054,175.31,13.086,11.49,14.823,12.966,268.44,6.58,5360.9,8.6,0.218,57.44,318.52,8.16,5377.0,34.472
NGC7783,NGC7783,23.9031014,0.380442,,,,,,,,,,,,14.1,,,,,,,,0.186,,,,,
UGC12850,UGC12850,23.9350417,29.3778889,Sb,,,,3.4,,0.985,0.046,0.312,0.028,84.41,15.551,13.66,15.852,,144.06,3.91,6929.4,3.2,0.268,64.32,159.85,4.39,7043.4,35.055
NGC7787,NGC7787,23.9355053,0.5494837,S0-a,B,R,,0.4,,1.036,0.044,0.401,0.027,95.39,15.313,13.363,16.231,13.354,159.93,5.46,6659.9,2.5,0.162,78.77,163.05,5.6,6638.9,34.922
UGC12857,UGC12857,23.9465109,1.3542306,Sbc,,,,4.0,,1.309,0.032,0.653,0.024,29.35,14.593,12.527,14.737,13.512,109.49,2.94,2463.6,5.6,0.123,90.0,109.49,,2446.1,32.77
UGC12864,UGC12864,23.9566652,30.9921465,SBb,B,,,3.1,,1.2,0.029,0.43,0.028,98.09,14.578,12.942,15.023,13.7,120.65,2.81,4682.9,2.1,0.232,73.82,125.62,2.94,4803.2,34.226
MCG-01-01-012,PGC073143,23.9863374,-4.1919115,Sb,,,,3.2,,1.197,0.037,0.663,0.033,70.0,15.05,12.62,16.96,,171.6,8.86,5764.6,14.6,0.159,90.0,171.6,,5719.1,34.601
NGC7800,NGC7800,23.9935701,14.8072316,IB,B,,M,9.8,,1.241,0.036,0.383,0.029,45.25,13.31,12.685,13.954,12.781,83.1,2.56,1749.5,4.0,0.18,90.0,83.1,,1794.5,32.115
